Id,zip,Geography,Total; Estimate; Households,Total; Margin of Error; Households,Median income (dollars); Estimate; Households,Median income (dollars); Margin of Error; Households
8600000US05033,5033,ZCTA5 05033,1103,86,45568,9482
8600000US05034,5034,ZCTA5 05034,125,59,96806,44701
8600000US05035,5035,ZCTA5 05035,259,55,51250,24407
8600000US05036,5036,ZCTA5 05036,438,50,63077,12348
8600000US05037,5037,ZCTA5 05037,220,53,73088,25255
8600000US05038,5038,ZCTA5 05038,591,60,58542,6458
8600000US05039,5039,ZCTA5 05039,454,48,60500,13738
8600000US05040,5040,ZCTA5 05040,196,40,59211,3229
8600000US05041,5041,ZCTA5 05041,119,67,46250,31613
8600000US05042,5042,ZCTA5 05042,191,43,46477,13192
8600000US05043,5043,ZCTA5 05043,336,70,51786,23618
8600000US05045,5045,ZCTA5 05045,862,95,66176,5642
8600000US05046,5046,ZCTA5 05046,447,58,47112,4666
8600000US05048,5048,ZCTA5 05048,1057,115,51175,7114
8600000US05050,5050,ZCTA5 05050,51,33,47625,72513
8600000US05051,5051,ZCTA5 05051,728,70,48478,5457
8600000US05052,5052,ZCTA5 05052,93,63,51466,1077
8600000US05053,5053,ZCTA5 05053,190,45,83250,16660
8600000US05055,5055,ZCTA5 05055,1472,104,87031,19809
8600000US05056,5056,ZCTA5 05056,204,46,57692,13912
8600000US05058,5058,ZCTA5 05058,94,37,44792,33597
8600000US05059,5059,ZCTA5 05059,308,128,57365,70079
8600000US05060,5060,ZCTA5 05060,2060,175,46522,4687
8600000US05061,5061,ZCTA5 05061,503,100,65045,7843
8600000US05062,5062,ZCTA5 05062,294,46,59375,13949
8600000US05065,5065,ZCTA5 05065,414,55,59000,8711
8600000US05067,5067,ZCTA5 05067,126,44,68409,14289
8600000US05068,5068,ZCTA5 05068,1387,103,39755,9994
8600000US05069,5069,ZCTA5 05069,248,41,60769,10861
8600000US05070,5070,ZCTA5 05070,187,32,59464,16893
8600000US05071,5071,ZCTA5 05071,78,43,102250,103468
8600000US05072,5072,ZCTA5 05072,220,43,53571,20009
8600000US05075,5075,ZCTA5 05075,486,60,98182,23893
8600000US05076,5076,ZCTA5 05076,151,38,61250,17497
8600000US05077,5077,ZCTA5 05077,497,60,61438,6260
8600000US05079,5079,ZCTA5 05079,275,43,47462,6132
8600000US05081,5081,ZCTA5 05081,263,41,32434,5106
8600000US05083,5083,ZCTA5 05083,72,29,26389,15534
8600000US05084,5084,ZCTA5 05084,93,55,56134,6940
8600000US05086,5086,ZCTA5 05086,309,45,44940,16454
8600000US05089,5089,ZCTA5 05089,2165,136,48463,5909
8600000US05091,5091,ZCTA5 05091,1594,114,74615,9963
8600000US05101,5101,ZCTA5 05101,2030,160,35331,6888
8600000US05141,5141,ZCTA5 05141,52,33,16786,52425
8600000US05142,5142,ZCTA5 05142,311,53,50250,12687
8600000US05143,5143,ZCTA5 05143,1942,159,49265,12077
8600000US05146,5146,ZCTA5 05146,319,48,47614,5916
8600000US05148,5148,ZCTA5 05148,518,79,57742,6180
8600000US05149,5149,ZCTA5 05149,984,84,45000,7478
8600000US05150,5150,ZCTA5 05150,524,135,27016,16403
8600000US05151,5151,ZCTA5 05151,555,85,43393,8350
8600000US05152,5152,ZCTA5 05152,190,33,57333,11788
8600000US05153,5153,ZCTA5 05153,331,49,49408,9749
8600000US05154,5154,ZCTA5 05154,239,68,41094,20644
8600000US05155,5155,ZCTA5 05155,295,65,42448,9024
8600000US05156,5156,ZCTA5 05156,3659,238,48085,4975
8600000US05158,5158,ZCTA5 05158,379,69,49063,10234
8600000US05161,5161,ZCTA5 05161,274,43,63333,13429
8600000US05201,5201,ZCTA5 05201,5847,253,37076,4415
8600000US05250,5250,ZCTA5 05250,1527,97,54365,4401
8600000US05251,5251,ZCTA5 05251,651,91,70966,9725
8600000US05252,5252,ZCTA5 05252,130,20,48000,16532
8600000US05253,5253,ZCTA5 05253,287,60,76458,23932
8600000US05254,5254,ZCTA5 05254,120,53,130000,68235
8600000US05255,5255,ZCTA5 05255,1924,166,44497,5016
8600000US05257,5257,ZCTA5 05257,878,102,48750,7003
8600000US05260,5260,ZCTA5 05260,135,66,59176,8605
8600000US05261,5261,ZCTA5 05261,1208,129,59091,8403
8600000US05262,5262,ZCTA5 05262,1142,101,62727,9287
8600000US05301,5301,ZCTA5 05301,7463,235,50873,3793
8600000US05340,5340,ZCTA5 05340,332,58,54375,14828
8600000US05341,5341,ZCTA5 05341,213,44,58417,21130
8600000US05342,5342,ZCTA5 05342,225,52,47813,9242
8600000US05343,5343,ZCTA5 05343,351,54,55074,12406
8600000US05345,5345,ZCTA5 05345,980,76,54397,6384
8600000US05346,5346,ZCTA5 05346,2051,139,56942,5153
8600000US05350,5350,ZCTA5 05350,388,54,39000,6936
8600000US05352,5352,ZCTA5 05352,364,33,59000,5510
8600000US05353,5353,ZCTA5 05353,462,68,52500,11444
8600000US05354,5354,ZCTA5 05354,812,65,60385,7283
8600000US05355,5355,ZCTA5 05355,312,58,39000,5515
8600000US05356,5356,ZCTA5 05356,457,79,37981,15516
8600000US05358,5358,ZCTA5 05358,83,25,46875,22592
8600000US05359,5359,ZCTA5 05359,261,47,50313,15880
8600000US05360,5360,ZCTA5 05360,95,26,58125,39267
8600000US05361,5361,ZCTA5 05361,383,49,52596,11657
8600000US05362,5362,ZCTA5 05362,49,18,95781,18016
8600000US05363,5363,ZCTA5 05363,1008,122,63077,14026
8600000US05401,5401,ZCTA5 05401,12434,330,37708,2344
8600000US05403,5403,ZCTA5 05403,8064,227,68629,6311
8600000US05404,5404,ZCTA5 05404,3204,184,44020,6843
8600000US05405,5405,ZCTA5 05405,0,9,-,**
8600000US05408,5408,ZCTA5 05408,4043,165,64902,6112
8600000US05439,5439,ZCTA5 05439,39,30,-,**
8600000US05440,5440,ZCTA5 05440,705,96,55733,6868
8600000US05441,5441,ZCTA5 05441,396,48,61944,3390
8600000US05442,5442,ZCTA5 05442,131,32,61250,20387
8600000US05443,5443,ZCTA5 05443,2628,143,59360,5290
8600000US05444,5444,ZCTA5 05444,668,118,67500,17842
8600000US05445,5445,ZCTA5 05445,1442,72,111667,18221
8600000US05446,5446,ZCTA5 05446,6235,207,69297,4397
8600000US05447,5447,ZCTA5 05447,32,15,32250,49643
8600000US05448,5448,ZCTA5 05448,427,58,66250,9894
8600000US05450,5450,ZCTA5 05450,1892,120,54932,2942
8600000US05452,5452,ZCTA5 05452,8348,252,73681,4793
8600000US05454,5454,ZCTA5 05454,1797,150,71705,12045
8600000US05455,5455,ZCTA5 05455,363,36,69125,11605
8600000US05456,5456,ZCTA5 05456,504,64,59808,8640
8600000US05457,5457,ZCTA5 05457,577,67,53950,6596
8600000US05458,5458,ZCTA5 05458,948,80,61123,2442
8600000US05459,5459,ZCTA5 05459,839,154,44279,15914
8600000US05461,5461,ZCTA5 05461,1850,135,61436,18164
8600000US05462,5462,ZCTA5 05462,768,52,74118,7658
8600000US05463,5463,ZCTA5 05463,217,34,52083,6677
8600000US05464,5464,ZCTA5 05464,1235,108,61250,6527
8600000US05465,5465,ZCTA5 05465,1986,80,93768,4515
8600000US05468,5468,ZCTA5 05468,4938,209,66404,7680
8600000US05471,5471,ZCTA5 05471,327,56,49250,14961
8600000US05472,5472,ZCTA5 05472,651,54,69792,9678
8600000US05473,5473,ZCTA5 05473,580,64,75455,15310
8600000US05474,5474,ZCTA5 05474,409,57,68750,5698
8600000US05476,5476,ZCTA5 05476,1262,100,43750,5170
8600000US05477,5477,ZCTA5 05477,1741,92,74673,8542
8600000US05478,5478,ZCTA5 05478,5665,277,53665,7766
8600000US05481,5481,ZCTA5 05481,0,9,-,**
8600000US05482,5482,ZCTA5 05482,2950,169,96528,12022
8600000US05483,5483,ZCTA5 05483,544,75,64018,5801
8600000US05485,5485,ZCTA5 05485,25,24,37404,64464
8600000US05486,5486,ZCTA5 05486,702,84,73013,3473
8600000US05487,5487,ZCTA5 05487,553,56,62557,8316
8600000US05488,5488,ZCTA5 05488,3222,225,53548,4812
8600000US05489,5489,ZCTA5 05489,1204,70,89583,3461
8600000US05491,5491,ZCTA5 05491,2423,131,58226,3055
8600000US05492,5492,ZCTA5 05492,299,42,54583,12139
8600000US05494,5494,ZCTA5 05494,630,60,87969,11075
8600000US05495,5495,ZCTA5 05495,4024,159,74778,8195
8600000US05602,5602,ZCTA5 05602,5298,215,62052,2595
8600000US05640,5640,ZCTA5 05640,97,28,51375,10006
8600000US05641,5641,ZCTA5 05641,7231,261,50130,4642
8600000US05647,5647,ZCTA5 05647,468,52,42222,13879
8600000US05648,5648,ZCTA5 05648,158,35,62813,11238
8600000US05649,5649,ZCTA5 05649,268,83,70833,23528
8600000US05650,5650,ZCTA5 05650,467,52,61771,8191
8600000US05651,5651,ZCTA5 05651,687,67,64375,8728
8600000US05652,5652,ZCTA5 05652,320,39,53611,10683
8600000US05653,5653,ZCTA5 05653,180,41,40333,21294
8600000US05654,5654,ZCTA5 05654,339,85,44896,8829
8600000US05655,5655,ZCTA5 05655,1232,81,44309,7019
8600000US05656,5656,ZCTA5 05656,1244,129,35370,9401
8600000US05657,5657,ZCTA5 05657,24,15,96250,79204
8600000US05658,5658,ZCTA5 05658,564,65,45588,13741
8600000US05660,5660,ZCTA5 05660,772,78,78261,7812
8600000US05661,5661,ZCTA5 05661,2421,150,45229,7576
8600000US05663,5663,ZCTA5 05663,2149,176,70229,6669
8600000US05664,5664,ZCTA5 05664,0,9,-,**
8600000US05667,5667,ZCTA5 05667,834,71,60000,11466
8600000US05669,5669,ZCTA5 05669,257,40,41845,7096
8600000US05672,5672,ZCTA5 05672,1947,176,66479,5908
8600000US05673,5673,ZCTA5 05673,1083,83,75602,9176
8600000US05674,5674,ZCTA5 05674,743,86,62961,9693
8600000US05675,5675,ZCTA5 05675,440,48,53654,4171
8600000US05676,5676,ZCTA5 05676,2166,157,60000,6878
8600000US05677,5677,ZCTA5 05677,971,134,67009,28916
8600000US05678,5678,ZCTA5 05678,59,44,66719,30953
8600000US05679,5679,ZCTA5 05679,1418,109,49722,6996
8600000US05680,5680,ZCTA5 05680,842,62,50161,5141
8600000US05681,5681,ZCTA5 05681,180,50,70313,35767
8600000US05682,5682,ZCTA5 05682,471,49,53036,6448
8600000US05701,5701,ZCTA5 05701,8966,267,41159,2657
8600000US05730,5730,ZCTA5 05730,131,37,57813,25032
8600000US05732,5732,ZCTA5 05732,379,99,48875,22723
8600000US05733,5733,ZCTA5 05733,2438,119,54107,5657
8600000US05734,5734,ZCTA5 05734,542,62,60833,7453
8600000US05735,5735,ZCTA5 05735,1281,127,63365,15580
8600000US05736,5736,ZCTA5 05736,385,100,52031,17696
8600000US05737,5737,ZCTA5 05737,338,48,58182,7386
8600000US05738,5738,ZCTA5 05738,449,46,66612,3686
8600000US05739,5739,ZCTA5 05739,577,61,57540,5612
8600000US05740,5740,ZCTA5 05740,0,9,-,**
8600000US05742,5742,ZCTA5 05742,248,56,45521,7330
8600000US05743,5743,ZCTA5 05743,1753,121,46488,3405
8600000US05744,5744,ZCTA5 05744,202,58,65608,16527
8600000US05747,5747,ZCTA5 05747,133,26,58250,20818
8600000US05748,5748,ZCTA5 05748,161,29,38250,13586
8600000US05751,5751,ZCTA5 05751,419,68,59219,17640
8600000US05753,5753,ZCTA5 05753,3666,188,58150,7274
8600000US05757,5757,ZCTA5 05757,358,35,51304,8289
8600000US05758,5758,ZCTA5 05758,365,52,53958,9387
8600000US05759,5759,ZCTA5 05759,849,88,52882,4939
8600000US05760,5760,ZCTA5 05760,425,47,56406,8122
8600000US05761,5761,ZCTA5 05761,387,51,47031,13697
8600000US05762,5762,ZCTA5 05762,231,43,67656,12920
8600000US05763,5763,ZCTA5 05763,1204,116,54094,5233
8600000US05764,5764,ZCTA5 05764,1266,123,43214,6540
8600000US05765,5765,ZCTA5 05765,767,54,50074,5295
8600000US05766,5766,ZCTA5 05766,259,42,56705,8241
8600000US05767,5767,ZCTA5 05767,513,62,48750,14740
8600000US05769,5769,ZCTA5 05769,472,48,54167,11186
8600000US05770,5770,ZCTA5 05770,423,44,69875,11785
8600000US05772,5772,ZCTA5 05772,318,46,53750,13605
8600000US05773,5773,ZCTA5 05773,923,98,50977,8012
8600000US05774,5774,ZCTA5 05774,510,74,42583,3679
8600000US05775,5775,ZCTA5 05775,263,41,41528,13518
8600000US05776,5776,ZCTA5 05776,281,39,49219,6408
8600000US05777,5777,ZCTA5 05777,1429,87,49720,3091
8600000US05778,5778,ZCTA5 05778,275,44,55750,9406
8600000US05819,5819,ZCTA5 05819,4016,180,45200,4530
8600000US05820,5820,ZCTA5 05820,291,49,39514,11971
8600000US05821,5821,ZCTA5 05821,405,43,62102,5110
8600000US05822,5822,ZCTA5 05822,774,72,33750,4761
8600000US05824,5824,ZCTA5 05824,456,51,37115,5501
8600000US05825,5825,ZCTA5 05825,115,29,36563,27067
8600000US05826,5826,ZCTA5 05826,359,60,50208,8449
8600000US05827,5827,ZCTA5 05827,145,25,39531,21293
8600000US05828,5828,ZCTA5 05828,837,74,54115,7238
8600000US05829,5829,ZCTA5 05829,861,97,37896,5292
8600000US05830,5830,ZCTA5 05830,733,98,43698,8293
8600000US05832,5832,ZCTA5 05832,322,50,59375,16624
8600000US05833,5833,ZCTA5 05833,84,31,35000,31686
8600000US05836,5836,ZCTA5 05836,408,72,49545,16227
8600000US05837,5837,ZCTA5 05837,179,38,40231,3387
8600000US05839,5839,ZCTA5 05839,296,38,44559,7334
8600000US05841,5841,ZCTA5 05841,199,38,59464,9956
8600000US05842,5842,ZCTA5 05842,184,36,46667,13144
8600000US05843,5843,ZCTA5 05843,1020,115,39875,6976
8600000US05845,5845,ZCTA5 05845,430,52,40962,7637
8600000US05846,5846,ZCTA5 05846,456,62,28182,4297
8600000US05847,5847,ZCTA5 05847,322,43,46875,13524
8600000US05850,5850,ZCTA5 05850,8,13,-,**
8600000US05851,5851,ZCTA5 05851,2630,185,38810,2804
8600000US05853,5853,ZCTA5 05853,284,46,47667,20608
8600000US05855,5855,ZCTA5 05855,2866,179,39773,6915
8600000US05857,5857,ZCTA5 05857,669,74,46736,8330
8600000US05858,5858,ZCTA5 05858,170,35,43125,21633
8600000US05859,5859,ZCTA5 05859,770,80,40300,5748
8600000US05860,5860,ZCTA5 05860,973,67,44150,4331
8600000US05862,5862,ZCTA5 05862,167,32,49861,14137
8600000US05866,5866,ZCTA5 05866,248,35,44643,8756
8600000US05867,5867,ZCTA5 05867,344,47,35658,7944
8600000US05868,5868,ZCTA5 05868,158,35,34306,7195
8600000US05871,5871,ZCTA5 05871,615,62,46587,4800
8600000US05872,5872,ZCTA5 05872,341,58,40329,3707
8600000US05873,5873,ZCTA5 05873,265,48,63295,11275
8600000US05874,5874,ZCTA5 05874,179,40,70893,16013
8600000US05875,5875,ZCTA5 05875,234,48,58636,17158
8600000US05901,5901,ZCTA5 05901,8,5,41250,32468
8600000US05902,5902,ZCTA5 05902,76,14,33333,19378
8600000US05903,5903,ZCTA5 05903,450,43,40435,3682
8600000US05904,5904,ZCTA5 05904,116,26,18750,8444
8600000US05905,5905,ZCTA5 05905,366,37,36563,3150
8600000US05906,5906,ZCTA5 05906,514,56,37727,6098
8600000US05907,5907,ZCTA5 05907,88,23,31667,14613
8600000US06001,6001,ZCTA5 06001,7372,195,115745,9395
8600000US06002,6002,ZCTA5 06002,8417,319,73519,5530
8600000US06010,6010,ZCTA5 06010,25186,606,60222,1939
8600000US06013,6013,ZCTA5 06013,3389,172,108922,6956
8600000US06016,6016,ZCTA5 06016,2633,222,76083,7285
8600000US06018,6018,ZCTA5 06018,1096,107,60556,16893
8600000US06019,6019,ZCTA5 06019,3987,151,89890,5418
8600000US06020,6020,ZCTA5 06020,0,12,-,**
8600000US06021,6021,ZCTA5 06021,127,28,77917,26435
8600000US06022,6022,ZCTA5 06022,36,35,34545,73502
8600000US06023,6023,ZCTA5 06023,405,78,78194,22497
8600000US06024,6024,ZCTA5 06024,300,83,63816,29956
8600000US06026,6026,ZCTA5 06026,2039,110,71406,6965
8600000US06027,6027,ZCTA5 06027,498,42,89071,1967
8600000US06029,6029,ZCTA5 06029,6300,239,84598,6129
8600000US06031,6031,ZCTA5 06031,645,87,86528,15744
8600000US06032,6032,ZCTA5 06032,7337,228,95846,8843
8600000US06033,6033,ZCTA5 06033,11018,249,104708,5085
8600000US06035,6035,ZCTA5 06035,3307,194,91250,10728
8600000US06037,6037,ZCTA5 06037,7417,237,88107,4739
8600000US06039,6039,ZCTA5 06039,681,136,70602,21664
8600000US06040,6040,ZCTA5 06040,14219,333,60834,2553
8600000US06042,6042,ZCTA5 06042,9786,305,70190,5000
8600000US06043,6043,ZCTA5 06043,1985,104,88625,10030
8600000US06051,6051,ZCTA5 06051,11772,353,30742,2088
8600000US06052,6052,ZCTA5 06052,3026,166,60063,4335
8600000US06053,6053,ZCTA5 06053,13034,370,46781,3790
8600000US06057,6057,ZCTA5 06057,2518,188,84191,14647
8600000US06058,6058,ZCTA5 06058,668,72,74375,7687
8600000US06059,6059,ZCTA5 06059,0,12,-,**
8600000US06060,6060,ZCTA5 06060,807,113,126065,27577
8600000US06061,6061,ZCTA5 06061,102,96,14661,10719
8600000US06062,6062,ZCTA5 06062,7699,264,55506,4438
8600000US06063,6063,ZCTA5 06063,1273,109,77261,10751
8600000US06065,6065,ZCTA5 06065,320,57,99762,8657
8600000US06066,6066,ZCTA5 06066,13167,343,60556,4362
8600000US06067,6067,ZCTA5 06067,8127,387,75442,9523
8600000US06068,6068,ZCTA5 06068,666,118,74609,32701
8600000US06069,6069,ZCTA5 06069,1168,135,72708,15429
8600000US06070,6070,ZCTA5 06070,5442,189,112153,8555
8600000US06071,6071,ZCTA5 06071,3334,170,95324,5067
8600000US06073,6073,ZCTA5 06073,2134,113,132619,23307
8600000US06074,6074,ZCTA5 06074,9606,256,94217,5278
8600000US06076,6076,ZCTA5 06076,5030,200,65000,7292
8600000US06078,6078,ZCTA5 06078,3697,175,93339,8898
8600000US06081,6081,ZCTA5 06081,647,55,46492,7694
8600000US06082,6082,ZCTA5 06082,16192,446,68162,3896
8600000US06084,6084,ZCTA5 06084,5445,184,107091,8590
8600000US06085,6085,ZCTA5 06085,2844,177,91111,13985
8600000US06088,6088,ZCTA5 06088,1923,168,67559,9128
8600000US06089,6089,ZCTA5 06089,1187,116,107734,20983
8600000US06090,6090,ZCTA5 06090,411,88,104766,37805
8600000US06091,6091,ZCTA5 06091,68,19,88889,29793
8600000US06092,6092,ZCTA5 06092,1455,108,154276,16122
8600000US06093,6093,ZCTA5 06093,1125,94,100446,13113
8600000US06095,6095,ZCTA5 06095,10813,283,79168,3301
8600000US06096,6096,ZCTA5 06096,5224,303,67222,6285
8600000US06098,6098,ZCTA5 06098,5395,283,61237,5777
8600000US06103,6103,ZCTA5 06103,893,105,97292,9253
8600000US06105,6105,ZCTA5 06105,9995,457,29400,2703
8600000US06106,6106,ZCTA5 06106,14011,465,26956,3139
8600000US06107,6107,ZCTA5 06107,7649,212,109276,5166
8600000US06108,6108,ZCTA5 06108,9283,220,43592,2769
8600000US06109,6109,ZCTA5 06109,10853,258,78008,4183
8600000US06110,6110,ZCTA5 06110,4970,148,60210,5753
8600000US06111,6111,ZCTA5 06111,12634,302,79008,3325
8600000US06112,6112,ZCTA5 06112,7352,258,32708,4259
8600000US06114,6114,ZCTA5 06114,9586,339,31399,2055
8600000US06117,6117,ZCTA5 06117,5442,151,114907,3413
8600000US06118,6118,ZCTA5 06118,10874,302,55434,3425
8600000US06119,6119,ZCTA5 06119,6614,252,72205,5051
8600000US06120,6120,ZCTA5 06120,4224,183,20434,1661
8600000US06160,6160,ZCTA5 06160,0,12,-,**
8600000US06226,6226,ZCTA5 06226,6728,364,31958,3033
8600000US06231,6231,ZCTA5 06231,1302,118,108387,13823
8600000US06232,6232,ZCTA5 06232,1145,78,97426,15646
8600000US06234,6234,ZCTA5 06234,2930,184,59369,10916
8600000US06235,6235,ZCTA5 06235,847,57,81094,18900
8600000US06237,6237,ZCTA5 06237,2079,131,93953,7907
8600000US06238,6238,ZCTA5 06238,4781,171,92663,5210
8600000US06239,6239,ZCTA5 06239,4388,321,46653,6487
8600000US06241,6241,ZCTA5 06241,2742,242,75902,7149
8600000US06242,6242,ZCTA5 06242,579,52,72228,6276
8600000US06243,6243,ZCTA5 06243,0,12,-,**
8600000US06247,6247,ZCTA5 06247,1092,60,73265,3363
8600000US06248,6248,ZCTA5 06248,2054,130,101118,8383
8600000US06249,6249,ZCTA5 06249,2733,148,90149,12273
8600000US06250,6250,ZCTA5 06250,1962,246,79870,4970
8600000US06254,6254,ZCTA5 06254,740,38,93636,11439
8600000US06255,6255,ZCTA5 06255,1933,148,69135,7932
8600000US06256,6256,ZCTA5 06256,1016,173,54127,8247
8600000US06259,6259,ZCTA5 06259,1597,102,90903,11988
8600000US06260,6260,ZCTA5 06260,3864,218,46443,8722
8600000US06262,6262,ZCTA5 06262,282,78,33382,24027
8600000US06263,6263,ZCTA5 06263,72,65,39091,43396
8600000US06264,6264,ZCTA5 06264,28,20,67500,57166
8600000US06266,6266,ZCTA5 06266,146,72,58409,16847
8600000US06268,6268,ZCTA5 06268,3412,375,54105,10787
8600000US06269,6269,ZCTA5 06269,0,17,-,**
8600000US06277,6277,ZCTA5 06277,1444,153,73350,7377
8600000US06278,6278,ZCTA5 06278,1742,95,77000,5453
8600000US06279,6279,ZCTA5 06279,2312,178,73384,8430
8600000US06280,6280,ZCTA5 06280,1240,216,78245,13186
8600000US06281,6281,ZCTA5 06281,2645,217,72276,11249
8600000US06282,6282,ZCTA5 06282,544,137,56250,28433
8600000US06320,6320,ZCTA5 06320,10241,420,41345,4621
8600000US06330,6330,ZCTA5 06330,1378,82,69500,7119
8600000US06331,6331,ZCTA5 06331,1931,103,81496,6211
8600000US06332,6332,ZCTA5 06332,140,85,80200,21631
8600000US06333,6333,ZCTA5 06333,2322,130,105147,11490
8600000US06334,6334,ZCTA5 06334,1039,66,76875,10467
8600000US06335,6335,ZCTA5 06335,2583,167,91884,12204
8600000US06336,6336,ZCTA5 06336,17,12,66875,101652
8600000US06339,6339,ZCTA5 06339,3064,191,80678,6098
8600000US06340,6340,ZCTA5 06340,12599,388,54947,3302
8600000US06350,6350,ZCTA5 06350,47,25,71339,60084
8600000US06351,6351,ZCTA5 06351,6044,280,66188,5658
8600000US06353,6353,ZCTA5 06353,17,28,-,**
8600000US06354,6354,ZCTA5 06354,2400,165,54940,5460
8600000US06355,6355,ZCTA5 06355,5569,207,84576,6581
8600000US06357,6357,ZCTA5 06357,4941,173,74829,4262
8600000US06359,6359,ZCTA5 06359,2055,109,77865,11643
8600000US06360,6360,ZCTA5 06360,15155,533,50586,2482
8600000US06365,6365,ZCTA5 06365,1978,126,67069,10068
8600000US06370,6370,ZCTA5 06370,2748,191,77333,14391
8600000US06371,6371,ZCTA5 06371,4181,156,84877,6278
8600000US06373,6373,ZCTA5 06373,138,62,38000,18300
8600000US06374,6374,ZCTA5 06374,3018,230,70024,6829
8600000US06375,6375,ZCTA5 06375,1599,128,79625,15459
8600000US06376,6376,ZCTA5 06376,95,68,180511,40117
8600000US06377,6377,ZCTA5 06377,885,131,77218,8612
8600000US06378,6378,ZCTA5 06378,2338,127,92475,9748
8600000US06379,6379,ZCTA5 06379,3661,163,65746,9651
8600000US06380,6380,ZCTA5 06380,1129,143,41612,5898
8600000US06382,6382,ZCTA5 06382,4023,229,58842,3904
8600000US06384,6384,ZCTA5 06384,1063,83,72452,6876
8600000US06385,6385,ZCTA5 06385,6373,228,74333,4593
8600000US06387,6387,ZCTA5 06387,84,66,29063,23150
8600000US06389,6389,ZCTA5 06389,40,48,-,**
8600000US06390,6390,ZCTA5 06390,132,52,151333,6601
8600000US06401,6401,ZCTA5 06401,7240,363,43144,4028
8600000US06403,6403,ZCTA5 06403,2316,137,87847,8633
8600000US06405,6405,ZCTA5 06405,12355,308,71158,3628
8600000US06409,6409,ZCTA5 06409,280,110,36833,48000
8600000US06410,6410,ZCTA5 06410,9786,317,107838,5304
8600000US06412,6412,ZCTA5 06412,1853,139,74063,9320
8600000US06413,6413,ZCTA5 06413,5284,197,70444,6720
8600000US06414,6414,ZCTA5 06414,33,34,132574,88007
8600000US06415,6415,ZCTA5 06415,6055,233,99720,7514
8600000US06416,6416,ZCTA5 06416,5501,252,80028,5886
8600000US06417,6417,ZCTA5 06417,1882,118,65577,9284
8600000US06418,6418,ZCTA5 06418,4972,300,52136,7447
8600000US06419,6419,ZCTA5 06419,2590,111,112344,17667
8600000US06420,6420,ZCTA5 06420,1502,102,103333,18563
8600000US06422,6422,ZCTA5 06422,2582,155,117328,10141
8600000US06423,6423,ZCTA5 06423,1930,153,73883,10608
8600000US06424,6424,ZCTA5 06424,4956,195,95533,5456
8600000US06426,6426,ZCTA5 06426,1477,168,100515,23187
8600000US06437,6437,ZCTA5 06437,8814,216,99441,5358
8600000US06438,6438,ZCTA5 06438,1013,145,99046,20023
8600000US06441,6441,ZCTA5 06441,2063,162,99063,11020
8600000US06442,6442,ZCTA5 06442,1159,126,89013,23912
8600000US06443,6443,ZCTA5 06443,6727,228,108231,6965
8600000US06444,6444,ZCTA5 06444,44,42,103000,162948
8600000US06447,6447,ZCTA5 06447,2259,114,112714,14393
8600000US06450,6450,ZCTA5 06450,14569,396,55699,2980
8600000US06451,6451,ZCTA5 06451,9491,345,50565,2880
8600000US06455,6455,ZCTA5 06455,1279,101,102844,15005
8600000US06456,6456,ZCTA5 06456,117,58,117216,162932
8600000US06457,6457,ZCTA5 06457,19419,504,61373,2334
8600000US06460,6460,ZCTA5 06460,15684,331,79746,3023
8600000US06461,6461,ZCTA5 06461,5515,154,83506,8627
8600000US06467,6467,ZCTA5 06467,38,36,63056,78647
8600000US06468,6468,ZCTA5 06468,6602,204,108688,8093
8600000US06469,6469,ZCTA5 06469,1291,148,91444,13219
8600000US06470,6470,ZCTA5 06470,5720,246,111798,12178
8600000US06471,6471,ZCTA5 06471,3189,169,85870,6199
8600000US06472,6472,ZCTA5 06472,2415,134,94831,23792
8600000US06473,6473,ZCTA5 06473,8648,278,84131,5141
8600000US06475,6475,ZCTA5 06475,4217,168,74896,15129
8600000US06477,6477,ZCTA5 06477,4841,148,105190,6734
8600000US06478,6478,ZCTA5 06478,4411,145,98504,7854
8600000US06479,6479,ZCTA5 06479,4245,169,81514,12667
8600000US06480,6480,ZCTA5 06480,3955,178,82770,11794
8600000US06481,6481,ZCTA5 06481,450,67,82174,35887
8600000US06482,6482,ZCTA5 06482,3904,186,105873,12587
8600000US06483,6483,ZCTA5 06483,6090,248,77465,10494
